Symbol,Name,Last,Std Dev,"Market Cap, $K",1Y Return,3Y Return,20D His Vol,Long Term,Exchange,%Chg,52W High,52W Low,Pivot
CW,Curtiss-Wright Corp,113.66,-0.2,5040347000,34.45%,64.99%,13.90%,100% Buy,NYSE,-0.46%,114.92,82.77,114.03
CWCO,Cons Water Co Inc,12.18,-1.7,184015000,13.06%,3.00%,15.02%,67% Sell,NASDAQ,-1.38%,13.5,9.8,12.45
CWH,Camping World Holdings Inc,40.82,-2.59,3742421000,78.95%,0.00%,37.32%,67% Buy,NYSE,-5.71%,45.84,20.51,43.64
CWST,Casella Waste Sys,18,0.12,754859000,60.52%,299.11%,36.16%,67% Buy,NASDAQ,0.22%,19.13,10.65,18.04
CWT,California Water Service Group Holding,41.4,-0.86,2007236000,25.88%,60.58%,19.91%,100% Buy,NYSE,-0.96%,43.75,29.25,42.23
CXO,Concho Resources Inc,129.82,-0.93,19430450000,-2.64%,19.84%,14.43%,67% Buy,NYSE,-0.64%,147.55,106.73,131.33
CXP,Columbia Property Trust Inc,20.86,-0.61,2542403000,-5.40%,-16.88%,15.01%,100% Sell,NYSE,-0.52%,23.48,20.27,20.99
CXW,Corecivic Inc,24.48,-0.5,2923773000,78.42%,-32.74%,24.32%,100% Sell,NYSE,-1.05%,35.33,12.99,25.03
CY,Cypress Semiconductr,15.44,-2.15,5269967000,43.14%,59.94%,19.09%,67% Buy,NASDAQ,-2.59%,16.11,9.63,15.89
CYBE,Cyberoptics Cp,14.6,0.81,95140000,-41.30%,49.18%,118.09%,67% Sell,NASDAQ,6.96%,41.18,11.35,13.6
CYH,Community Health Systems,6.19,-0.72,726431000,-39.84%,-88.48%,60.05%,100% Sell,NYSE,-2.21%,10.51,4.15,6.36
CYS,Cys Investments Inc,8.2,-3.3,1283805000,-4.86%,-5.26%,13.83%,33% Sell,NYSE,-3.07%,8.98,7.42,8.51
CYTK,Cytokinetics,13.02,-1.98,724545000,43.45%,267.85%,34.93%,Hold,NASDAQ,-3.56%,17.2,8.77,13.82
CZNC,Citizens Nrthn Cp,25.46,0.02,310490000,17.92%,27.89%,26.01%,67% Buy,NASDAQ,0.04%,26.75,20.54,25.4
CZR,Caesars Entertainment Corp,12.07,-1.04,1842003000,66.90%,1.31%,31.36%,67% Sell,NASDAQ,-2.27%,13.6,6.7,12.45
D,Dominion Resources,79.3,-1.94,51632108000,8.05%,12.69%,10.64%,67% Buy,NYSE,-1.31%,81.65,69.51,80.2
DAKT,Daktronics Inc,10.31,0.12,455744000,20.05%,-22.69%,12.81%,67% Buy,NASDAQ,0.19%,11.12,7.84,10.23
DAL,Delta Air Lines Inc,52.18,-0.79,37915744000,27.27%,32.19%,27.83%,33% Buy,NYSE,-1.88%,55.75,40.05,52.86
DAN,Dana Inc,28.45,-2.56,4249252000,91.17%,43.55%,21.45%,67% Buy,NYSE,-3.13%,29.7,14.53,29.47
DAR,Darling International Inc,17.26,-0.62,2889783000,27.43%,-0.28%,36.10%,67% Buy,NYSE,-1.65%,18.65,11.51,17.54
DATA,Tableau Software Inc Class A,77.9,-1.23,6237037000,63.17%,-4.52%,12.32%,100% Buy,NYSE,-1.22%,79.82,41.41,79
DBD,Diebold Nixdorf Inc,20.5,-1.99,1589486000,-5.52%,-40.59%,19.15%,67% Sell,NYSE,-2.61%,31.85,17.95,21.03
DCI,Donaldson Company,47.62,-0.56,6205323000,32.08%,14.89%,10.10%,33% Buy,NYSE,-0.31%,48.91,35.85,47.55
DCO,Ducommun Inc,35.19,0.32,395974000,79.13%,32.45%,18.37%,33% Buy,NYSE,0.60%,35.58,18.7,34.77
DCOM,Dime Community Bncsh,21.55,-1.24,818283000,27.43%,38.73%,14.79%,67% Buy,NASDAQ,-1.37%,22.48,16.1,21.9
DCT,Dct Industrial Trust Inc,57.96,0,5403294000,22.29%,69.34%,10.50%,67% Buy,NYSE,-0.16%,60.21,42.96,58.16
DDD,3D Systems Corp,11.71,-1.19,1395188000,-15.53%,-67.57%,56.52%,100% Sell,NYSE,-4.49%,23.7,11.38,12.14
DDR,DDR Corp,7.98,-2.14,3026994000,-50.47%,-54.63%,22.42%,100% Sell,NYSE,-3.04%,16.01,7.97,8.28
DDS,Dillard's,52.46,-0.58,1545605000,-10.54%,-49.64%,31.84%,67% Sell,NYSE,-1.50%,83.44,45.51,53.98
DE,Deere & Company,129.46,-1.61,42096724000,49.95%,53.17%,9.68%,Hold,NYSE,-1.19%,132.5,85.62,131.22
DEA,Easterly Government Properties,19.92,-1.71,782104000,2.52%,0.00%,7.43%,67% Sell,NYSE,-0.85%,21.81,17.94,20.15
DECK,Deckers Outdoor Corp,67.94,0.48,2152447000,28.67%,-23.19%,28.52%,Hold,NYSE,1.13%,72.72,44,66.87
DEI,Douglas Emmett,39.27,-0.81,6440276000,8.20%,40.56%,10.49%,67% Buy,NYSE,-0.68%,41.12,33.78,39.67
DEL,Deltic Timber Corp,90.7,-0.7,1120261000,57.37%,41.19%,23.91%,67% Buy,NYSE,-1.31%,96.65,53.21,91.75
DENN,Dennys Corp,12.88,-2.08,877371000,24.56%,51.51%,13.54%,67% Buy,NASDAQ,-1.38%,14.25,10.02,12.97
DEPO,Depomed Inc,5.11,-0.6,326918000,-78.07%,-66.30%,46.04%,100% Sell,NASDAQ,-1.54%,24,4.93,5.23
DERM,Dermira Inc Cm ST,26.3,-1.82,1136655000,-19.29%,77.81%,33.14%,67% Sell,NASDAQ,-3.77%,38.75,21.35,27.54
DF,Dean Foods Company,9.99,-1.93,927384000,-40.61%,-30.66%,16.69%,100% Sell,NYSE,-2.06%,22.31,9.91,10.24
DFIN,Donnelly Financial Solutions Inc,21.17,-0.78,722528000,-13.13%,0.00%,19.04%,67% Sell,NYSE,-1.26%,27.08,18.03,21.42
DFRG,Del Frisco's Restrnt,13.35,0.41,278513000,-3.62%,-43.48%,51.91%,100% Sell,NASDAQ,1.68%,18.8,11.7,13.11
DFS,Discover Financial Services,64.72,-3.02,25092666000,15.62%,5.66%,19.71%,100% Buy,NYSE,-3.96%,74.33,55.41,67.21
DG,Dollar General Corp,83.46,-0.7,22981166000,22.56%,34.19%,14.91%,100% Buy,NYSE,-0.76%,84.86,65.97,83.81
DGICA,Donegal Group Cl A,16.2,-1.5,439032000,0.06%,1.58%,13.08%,67% Buy,NASDAQ,0.81%,18.55,14.49,16.21
DGII,Digi Intl Inc,10.25,-0.58,276016000,-5.94%,25.60%,26.53%,67% Buy,NASDAQ,-1.44%,14.15,8.5,10.43
DGX,Quest Diagnostics Inc,93.7,-1.59,12985301000,12.88%,50.13%,14.61%,67% Sell,NYSE,-1.65%,112.96,79.12,95.07
DHI,D.R. Horton,43.14,-0.41,16213809000,49.84%,90.08%,13.37%,100% Buy,NYSE,-0.42%,43.8,26.69,43.22
DHIL,Diamond Hill Inv,209,-1.51,727778000,13.90%,57.44%,9.75%,67% Buy,NASDAQ,-0.92%,217.68,170,211.5
DHR,Danaher Corp,90.61,-0.27,63264816000,15.11%,13.12%,18.08%,100% Buy,NYSE,-0.37%,91.72,76.27,90.8
DHT,Dht Holdings,3.92,-0.9,565130000,-10.30%,-40.39%,22.46%,67% Sell,NYSE,-1.26%,5.2,3.29,3.98
DHX,Dice Holdings,2.15,-0.88,110902000,-63.25%,-77.93%,41.70%,67% Sell,NYSE,-2.27%,6.8,1.75,2.23
DIN,Dineequity Inc,46.06,-1.09,839160000,-41.63%,-47.59%,25.25%,33% Buy,NYSE,-1.20%,88,36.71,46.26
DIOD,Diodes Inc,33.7,-0.4,1661510000,63.37%,31.09%,16.52%,100% Buy,NASDAQ,-0.47%,34.35,20.01,33.71
DIS,Walt Disney Company,97.87,-0.41,1.51709E+11,5.65%,7.56%,11.73%,67% Sell,NYSE,-0.43%,116.1,91.66,98.4
DISCA,Discovery Comm A,19.18,-0.95,7374756000,-26.81%,-44.95%,26.07%,100% Sell,NASDAQ,-1.44%,30.25,18.6,19.52
DISCK,Discovery Comm Inc,18.12,-1.18,6991812000,-28.96%,-47.27%,26.23%,100% Sell,NASDAQ,-1.79%,29.18,17.58,18.53
DISH,Dish Network Corp,48.39,-0.82,22839390000,-17.68%,-23.02%,25.09%,100% Sell,NASDAQ,-1.24%,66.5,47.48,48.89
DJCO,Daily Journal Cp,229.25,-0.17,317759000,9.37%,26.07%,40.94%,67% Buy,NASDAQ,-0.44%,282.48,195,230.26
DK,Delek US Holdings,25.77,-0.92,2127243000,47.51%,-22.90%,21.86%,Hold,NYSE,-1.38%,27.85,14.76,25.99
DKS,Dick's Sporting Goods Inc,25.76,-0.84,2873981000,-53.19%,-42.08%,36.40%,67% Sell,NYSE,-1.98%,62.88,24.52,26.6
DLA,Delta Apparel,21.49,0.55,159762000,40.73%,103.14%,21.58%,Hold,AMEX,0.75%,23.47,14.85,21.33
DLB,Dolby Laboratories,59.89,-1.69,6200971000,19.89%,44.97%,12.46%,67% Buy,NYSE,-1.45%,61.45,44.98,60.52
DLPH,Delphi Automotive Plc,96.94,-1.11,26124096000,53.57%,42.46%,17.16%,67% Buy,NYSE,-1.35%,104.09,60.5,98.31
DLR,Digital Realty Trust,122.86,1.08,19657018000,26.48%,75.66%,16.53%,100% Buy,NYSE,1.38%,127.23,85.63,120.85
DLTH,Duluth Hldg Cl B,20.14,-0.23,589363000,-24.38%,0.00%,23.52%,67% Buy,NASDAQ,-0.59%,38.19,16.01,20.23
DLTR,Dollar Tree Inc,91.1,-0.65,21738094000,20.35%,51.53%,14.15%,100% Buy,NASDAQ,-0.74%,93.68,65.63,91.74
DLX,Deluxe Corp,73.06,-0.13,3544055000,15.21%,20.56%,12.05%,67% Buy,NYSE,-0.33%,75.94,59.47,73.25
DMRC,Digimarc Corp,34.5,-1.71,406847000,5.30%,24.53%,39.43%,Hold,NASDAQ,-4.43%,41.75,24.2,35.85
DNB,Dun & Bradstreet Corp,115.15,-1.44,4306210000,-8.24%,-5.13%,10.37%,67% Buy,NYSE,-1.17%,126.48,100.46,116.73
DNBF,Dnb Finl Corp,32.8,-0.81,139728000,29.39%,53.27%,17.81%,67% Sell,NASDAQ,-0.91%,35.85,25,32.72
DNKN,Dunkin' Brands Group,54.89,-1.46,5032685000,13.91%,22.63%,17.74%,Hold,NASDAQ,-1.58%,59.7,46.55,55.9
DNOW,Now Inc,12,-1.06,1319570000,-44.82%,-59.25%,26.46%,67% Sell,NYSE,-2.04%,23.53,11.31,12.31
DNR,Denbury Resources,1.04,-1.08,443355000,-60.49%,-91.13%,61.47%,67% Sell,NYSE,-5.45%,4.29,0.92,1.1
DO,Diamond Offshore Drilling,15.29,-1.12,2138043000,-10.34%,-58.68%,32.72%,100% Buy,NYSE,-1.86%,22.65,10.06,15.57
DOC,Physicians Realty Trust,17.37,-1.15,3110771000,-15.64%,14.02%,14.25%,100% Sell,NYSE,-0.69%,21.85,17.12,17.61
DOOR,Masonite Wrldwde Hld,67.2,-1.06,2003490000,18.31%,25.42%,13.28%,67% Sell,NYSE,-0.88%,85.3,50.4,67.55
DORM,Dorman Products Inc,71.03,-1.16,2452359000,12.79%,55.26%,18.57%,67% Sell,NASDAQ,-1.32%,88.5,61.07,71.53
DOV,Dover Corp,93.6,-1.35,14938702000,37.71%,20.71%,28.52%,67% Buy,NYSE,-2.39%,97.09,65.5,96.1
DOVA,Dova Pharmaceuticals Inc,25.31,-1.87,677673000,28.02%,0.00%,34.78%,N/A,NASDAQ,-4.20%,29.99,16.98,26.15
DOX,Amdocs Ltd Ord,65.52,-0.76,9571298000,11.14%,38.51%,6.31%,Hold,NASDAQ,-0.50%,67.98,54.91,65.82
DPLO,Diplomat Pharmacy Inc,20.88,-0.67,1443862000,-27.84%,-1.67%,33.89%,67% Buy,NYSE,-1.23%,26.44,12.25,21.13
DPS,Dr Pepper Snapple Group Inc,84.26,-4.17,16302998000,-4.31%,29.55%,22.74%,100% Sell,NYSE,-6.08%,99.47,81.05,89.79
DPZ,Domino's Pizza Inc,182.63,-0.5,8039323000,10.60%,107.05%,25.59%,67% Sell,NYSE,-0.66%,221.58,153.58,182.87
DRE,Duke Realty Corp,28.61,0.31,10188107000,10.31%,51.05%,7.15%,Hold,NYSE,-0.10%,30.14,22.97,28.64
DRH,Diamondrock Hospitality Company,10.85,1.84,2123180000,16.65%,-26.13%,20.96%,67% Sell,NYSE,2.36%,12.07,8.73,10.64
DRI,Darden Restaurants,81.53,-1.77,10220089000,31.98%,59.60%,12.97%,67% Sell,NYSE,-1.34%,95.22,60.97,82.6
DRQ,Dril-Quip,40.2,-1.86,1551440000,-23.40%,-54.42%,18.99%,67% Sell,NYSE,-1.95%,69.4,35.85,40.95
DRRX,Durect Corp,0.8,-0.14,120540000,-30.22%,12.33%,335.01%,33% Sell,NASDAQ,-2.44%,2.17,0.74,0.85
DS,Drive Shack Inc,3.6,-0.73,243625000,-11.98%,0.00%,23.94%,67% Buy,NYSE,-1.10%,4.55,2.41,3.65
DSKE,Daseke Inc,13.4,-1.84,611694000,36.08%,0.00%,24.75%,67% Buy,NASDAQ,-2.76%,14.28,8.76,13.8
DSPG,D S P Group Inc,13.25,-0.98,299263000,25.00%,38.80%,24.37%,67% Buy,NASDAQ,-1.49%,14.2,9.8,13.53
DST,Dst Systems,57.37,-0.27,3493270000,14.79%,19.85%,29.01%,33% Buy,NYSE,-0.64%,62.94,47.26,57.97
DSW,DSW Inc,20.77,-0.37,1683333000,-1.14%,-29.34%,33.27%,67% Buy,NYSE,-0.86%,25.96,15.14,20.93
DTE,Dte Energy Company,109.42,-3.1,20217252000,16.82%,37.17%,13.36%,67% Buy,NYSE,-2.91%,113.71,89.66,112.45
DUK,Duke Energy Corp,87.48,-1.1,61588600000,11.32%,7.11%,8.22%,67% Buy,NYSE,-0.58%,88.4,72.34,87.8
DVA,Davita Healthcare Partners Inc,62.36,-0.06,11950000000,7.03%,-19.94%,44.31%,33% Buy,NYSE,-0.22%,70.16,53.58,61.87
DVAX,Dynavax Technologies,20.2,0.03,1203963000,98.67%,22.87%,46.47%,67% Buy,NASDAQ,0.25%,24.45,3.2,20.28
DVMT,Dell Technologies Inc. Cl V,82.62,-1.63,64333104000,75.92%,0.00%,6.86%,100% Buy,NYSE,-0.76%,83.35,46.64,83.01
DVN,Devon Energy Corp,34.36,-1.55,18309118000,-15.48%,-41.93%,13.80%,67% Buy,NYSE,-1.38%,50.69,28.79,34.93
DWDP,Dowdupont Inc.,70.99,-1.82,87916392000,31.50%,45.47%,8.58%,67% Buy,NYSE,-1.21%,72.18,51.6,71.86
DX,Dynex Capital,7.14,-2.02,356918000,1.03%,-13.90%,11.75%,67% Buy,NYSE,-1.52%,7.41,6.49,7.26
DXC,Dxc Technology Company,90.5,-0.67,26023514000,33.54%,0.00%,17.33%,100% Buy,NYSE,-1.00%,93.4,67.76,91.36
DXCM,Dexcom,44.28,-0.06,3856248000,-44.74%,-0.89%,140.86%,100% Sell,NASDAQ,-0.61%,88.8,42.62,44.51
DXPE,Dxp Enterprise,30.96,-1.09,544446000,56.41%,-52.80%,18.69%,67% Sell,NASDAQ,-1.05%,42,20.57,31.53
DY,Dycom Industries,87.41,2.83,2631906000,3.18%,169.51%,18.29%,33% Buy,NYSE,3.32%,110.64,70.33,84.48
DYN,Dynegy Inc,9.22,-0.17,1209918000,-19.57%,-69.80%,25.57%,67% Buy,NYSE,0.11%,11.33,5.84,9.24
EA,Electronic Arts Inc,113.57,0.42,35006896000,37.27%,176.76%,15.31%,33% Sell,NASDAQ,0.16%,122.79,73.74,113.62
EARN,Ellington Residential Mortgage,14.01,-1.67,189428000,9.45%,-20.36%,12.16%,100% Sell,NYSE,-1.34%,15.74,12.26,14.27
EAT,Brinker International,31.16,-1.31,1535213000,-37.62%,-40.94%,31.28%,67% Sell,NYSE,-1.64%,55.84,29.5,31.81
EBAY,Ebay Inc,36.52,-0.44,38377500000,25.90%,66.20%,16.33%,67% Buy,NASDAQ,-0.60%,39.28,27.28,36.76
EBF,Ennis Inc,20.3,0.6,514158000,30.90%,35.54%,19.67%,100% Buy,NYSE,1.00%,20.75,14.4,20.13
EBIX,Ebix Inc,65.5,-0.6,2088280000,19.44%,350.17%,26.12%,67% Buy,NASDAQ,-1.36%,67.2,52.4,66.38
EBS,Emergent Biosolutions,40.16,0.25,1651697000,44.24%,77.19%,14.38%,67% Buy,NYSE,0.20%,41.46,24.47,40.12
EBSB,Meridian Bncp,19.35,1.7,1027176000,25.08%,67.99%,14.57%,100% Buy,NASDAQ,1.57%,20.55,15.6,19.13
EBTC,Enterprise Bancorp I,35.8,-1.45,425952000,31.76%,56.06%,27.73%,67% Buy,NASDAQ,-2.51%,39.25,25.35,36.68
ECHO,Echo Global Logistic,19.8,0.64,560615000,-12.94%,-24.80%,25.18%,Hold,NASDAQ,0.76%,28.9,13,19.8
ECL,Ecolab Inc,131.69,-0.46,38284976000,13.78%,18.94%,9.86%,67% Sell,NYSE,-0.46%,134.89,110.65,132.6
ECOL,US Ecology Inc,53,-0.53,1162448000,21.25%,5.91%,18.17%,33% Buy,NASDAQ,-0.47%,55.75,38,53.25
ECOM,Channeladvisor Corp,11.25,-1.11,303945000,0.89%,-17.21%,25.20%,67% Buy,NYSE,-2.17%,15.85,9.8,11.52
ECPG,Encore Capital Grp,45.1,-2.51,1196910000,125.25%,2.18%,20.06%,67% Buy,NASDAQ,-3.01%,47.1,17.66,46.58
ECR,Eclipse Resources Corp,2.14,-1.22,575401000,-27.13%,-83.30%,33.03%,100% Sell,NYSE,-2.28%,3.32,1.6,2.19
ED,Consolidated Edison Company of New York,84.79,-1.92,26570164000,15.11%,35.35%,9.49%,67% Buy,NYSE,-1.13%,86.15,68.76,85.56
EDGE,Edge Therapeut Cm S,10.75,-0.94,333797000,4.61%,0.00%,23.53%,Hold,NASDAQ,-0.65%,13.5,7.3,10.8
EDIT,Editas Medicine,22.97,0.1,958003000,56.11%,0.00%,76.54%,67% Buy,NASDAQ,0.97%,29.2,12.43,23.26
EDR,Education Realty Trust Inc,35.51,-1.18,2624220000,-17.25%,6.13%,12.59%,100% Sell,NYSE,-0.95%,42.88,35.47,36.03
EE,El Paso Electric Company,57.15,-0.84,2331896000,27.94%,51.82%,10.78%,100% Buy,NYSE,-0.52%,58.7,43.55,57.52
EEFT,Euronet Worldwide,97.1,-1.08,5176832000,19.52%,83.62%,17.75%,67% Buy,NASDAQ,-1.47%,101.07,70.51,98.74
EEX,Emerald Expositions Events Inc,22.69,0.44,1627388000,16.10%,0.00%,15.93%,67% Buy,NYSE,0.67%,24.56,18.67,22.59
EFII,Elec Imaging Inc,42.3,-1.97,1994340000,-1.77%,-5.95%,13.81%,67% Sell,NASDAQ,-1.63%,51.15,25.54,42.94
EFSC,Enterprises Finl Svc,43.8,1.61,1014645000,35.74%,129.44%,11.91%,100% Buy,NASDAQ,1.27%,46.25,32.25,43.07
EFX,Equifax Inc,107.85,-0.58,13096257000,-17.19%,43.65%,19.76%,67% Sell,NYSE,-0.87%,147.02,89.59,109.19
EGBN,Eagle Bancorp Inc,67.25,0,2301349000,36.23%,87.45%,13.33%,67% Buy,NASDAQ,-0.15%,68.9,47.2,67.49
EGHT,8X8 Inc,12.8,1.69,1120326000,-17.86%,55.22%,34.10%,100% Sell,NASDAQ,4.92%,16.8,10.3,12.33
EGL,Engility Holdings Inc,34.22,-0.61,1267000000,14.13%,-20.32%,25.22%,67% Buy,NYSE,-0.58%,39.16,25.7,34.56
EGLE,Eagle Bulk Ship New,4.62,-0.37,343824000,10.05%,-98.57%,37.46%,67% Buy,NASDAQ,-0.43%,11.16,4.06,4.66
EGN,Energen Corp,48.98,-2.66,4910544000,-6.99%,-25.38%,18.81%,Hold,NYSE,-3.05%,64.44,46.16,50.89
EGOV,Nic Inc,16.8,-0.37,1116650000,-27.49%,-8.57%,25.80%,67% Sell,NASDAQ,-0.30%,25.9,15.45,17.05
EGP,Eastgroup Properties,88.66,-0.09,3059594000,27.85%,29.09%,9.85%,67% Buy,NYSE,-0.26%,93.61,63.99,89.11
EGRX,Eagle Pharmaceutical,54.69,0.36,816146000,-16.01%,324.63%,31.66%,67% Sell,NASDAQ,1.65%,97.15,45.05,53.2
EHTH,Ehealth Inc,21.89,-1.97,426190000,98.39%,-7.82%,31.38%,67% Buy,NASDAQ,-4.83%,25.83,6.38,23.05
EIG,Employers Holdings Inc,45.2,-0.71,1475110000,46.68%,123.15%,12.35%,67% Buy,NYSE,-0.66%,47.25,29.55,45.71
EIGI,Endurance Int Grp,8.05,-0.89,1166428000,0.63%,-50.96%,21.96%,33% Sell,NASDAQ,-1.23%,9.85,6.2,8.17
EIX,Edison International,78.91,-1.19,26022446000,10.32%,27.63%,14.43%,Hold,NYSE,-1.20%,82.82,67.44,79.71
EL,Estee Lauder Companies,110.23,0.39,40562808000,28.31%,46.63%,12.64%,67% Buy,NYSE,-0.01%,111.79,75.3,109.75
ELF,E.L.F. Beauty Inc,22.01,-0.1,1017888000,-18.89%,0.00%,36.43%,67% Sell,NYSE,-0.32%,32.54,18.84,21.95
ELGX,Endologix Inc,4.96,-0.16,417150000,-58.39%,-56.14%,79.16%,Hold,NASDAQ,-0.80%,11.85,4.08,5.03
ELLI,Ellie Mae Inc,89.05,-0.39,3077698000,-14.03%,133.25%,21.56%,33% Sell,NYSE,-0.53%,114.95,77.6,89.01
ELS,Equity Lifestyle Properties,87.41,-0.66,7684250000,16.69%,78.86%,9.34%,67% Buy,NYSE,-0.47%,90.8,65.87,87.6
ELVT,Elevate Credit Inc,8.39,-0.65,364788000,9.66%,0.00%,68.39%,33% Buy,NYSE,-4.11%,9.48,5.9,8.44
ELY,Callaway Golf Company,14,-2.14,1350435000,35.56%,82.53%,16.79%,67% Buy,NYSE,-2.17%,14.75,9.77,14.35
EMCI,E M C Insurance Gp,29.01,0.19,618723000,13.92%,35.67%,10.29%,100% Buy,NASDAQ,0.10%,31.47,23.44,29.1
EME,Emcor Group,69.03,-1.36,4130764000,22.86%,58.17%,12.41%,67% Buy,NYSE,-1.10%,73.44,55.49,69.83
EMKR,Emcore Corp,8.3,-0.21,225792000,27.86%,62.79%,22.71%,67% Sell,NASDAQ,-1.19%,12.2,5.95,8.43
EML,Eastern Co,30.55,0.68,190304000,57.92%,86.27%,22.99%,33% Buy,NASDAQ,0.49%,31.5,18.85,30.5
EMN,Eastman Chemical Company,89.76,-0.71,13107294000,35.18%,12.00%,17.67%,100% Buy,NYSE,-0.78%,91.39,66.1,90.17
EMR,Emerson Electric Company,65.98,-1.19,42714936000,32.19%,4.18%,10.00%,100% Buy,NYSE,-1.14%,67.31,49.38,66.82
ENDP,Endo Int'l Plc,7.2,-0.99,1665743000,-66.67%,-88.85%,65.98%,100% Sell,NASDAQ,-3.49%,21.51,7.07,7.42
ENFC,Entegra Financ Cm ST,26.95,-0.22,174420000,49.31%,101.49%,13.30%,100% Buy,NASDAQ,-0.19%,27.3,18.05,27
ENR,Energizer Holdings Inc,45.05,-1.4,2839353000,-7.15%,0.00%,20.89%,67% Sell,NYSE,-1.79%,60.07,40.98,45.79
ENS,Enersys Inc,68.55,-1.53,3032358000,6.68%,11.26%,12.70%,67% Sell,NYSE,-1.89%,84.74,61.33,69.46
ENSG,The Ensign Group In,22.81,-0.57,1171027000,17.88%,18.90%,25.48%,100% Buy,NASDAQ,-0.91%,23.78,16.5,22.92
ENT,Global Eagle Entrtn,2.83,-1.84,259342000,-64.42%,-75.14%,55.69%,67% Sell,NASDAQ,-6.91%,8.38,2.38,3.14
ENTA,Enanta Pharmaceutica,48.3,-0.02,922429000,95.98%,12.37%,17.85%,100% Buy,NASDAQ,-0.04%,49.5,22.17,48.37
ENTG,Entegris Inc,29.7,-1.59,4303327000,82.35%,123.49%,16.54%,100% Buy,NASDAQ,-2.14%,30.95,14.73,30.4
ENTL,Entellus Medical,17.74,-0.83,459266000,-12.35%,0.00%,34.34%,67% Buy,NASDAQ,-1.77%,20.46,11.47,18.17
ENV,Envestnet Inc,52.9,-0.89,2341864000,45.98%,19.77%,16.85%,67% Buy,NYSE,-0.56%,55.15,30.8,53.15
ENVA,Enova International Inc,14.1,-0.19,481624000,55.74%,0.00%,29.66%,Hold,NYSE,-1.40%,16.8,8.75,14.33
ENZ,Enzo Biochem,10.13,0.58,465500000,67.94%,91.57%,30.14%,100% Sell,NYSE,1.30%,12.04,5.79,10
EOG,Eog Resources,95.86,-1.42,55712380000,3.35%,1.50%,8.24%,67% Buy,NYSE,-0.64%,109.37,81.99,96.89
EPAM,Epam Systems Inc,90.78,-0.12,4768816000,37.29%,90.20%,11.95%,100% Buy,NYSE,-0.02%,91.97,54.53,90.99
EPAY,Bottomline Tech In,32.74,-0.21,1326079000,43.96%,30.89%,13.76%,67% Buy,NASDAQ,-0.30%,34.44,21.52,32.82
EPC,Edgewell Personal Care,65.55,-0.5,3752044000,-14.67%,-27.51%,18.25%,100% Sell,NYSE,-0.47%,84.45,64.93,65.81
EPE,Ep Energy Corp,2.38,-1.9,659938000,-45.80%,-82.33%,63.94%,100% Sell,NYSE,-7.75%,7.49,2.39,2.59
EPM,Evolution Petroleum Corp,6.75,1.03,220497000,-12.82%,-29.18%,22.83%,67% Sell,AMEX,0.75%,10.2,6.35,6.77
EPR,Entertainment Properties Trust,69.1,-1.58,5142942000,-7.83%,24.46%,7.85%,67% Sell,NYSE,-1.03%,77.7,65.5,69.95
EPZM,Epizyme Inc,16.15,0,1091419000,78.89%,-39.31%,41.63%,67% Buy,NASDAQ,0.31%,20.45,8.5,16.29
EQBK,Equity Bncsrs Cm A,34.07,-0.05,415820000,25.95%,0.00%,19.95%,67% Buy,NASDAQ,0.21%,38.03,25,33.92
EQC,Equity Commonwealth,30,0.3,3720218000,-1.35%,12.24%,7.13%,100% Sell,NYSE,0.07%,32.51,28.04,29.95
EQIX,Equinix Inc,460.25,-0.53,36083884000,23.46%,121.62%,14.22%,67% Buy,NASDAQ,-0.59%,475.28,314.55,462.68
EQR,Equity Residential,66.97,2.52,24165326000,11.07%,-5.42%,11.94%,67% Buy,NYSE,1.79%,68.83,58.28,65.87
EQT,Eqt Corp,61.71,-2.99,11133812000,-4.88%,-31.89%,19.41%,67% Buy,NYSE,-3.65%,75.74,49.63,63.84
ERA,Era Group Inc,9.62,0,204714000,17.03%,-58.87%,36.14%,67% Buy,NYSE,unch,17.73,7.22,9.63
ERI,Eldorado Resorts,24.45,-1.56,1909332000,101.65%,504.37%,20.62%,67% Buy,NASDAQ,-1.81%,27.15,10.65,25.11
ERIE,Erie Indemnity Co,121.28,-0.85,5631485000,17.76%,43.65%,16.92%,67% Sell,NASDAQ,-0.52%,129.73,98.36,123.1
ERII,Energy Recovery Inc,8.12,-0.5,436141000,-37.01%,77.73%,34.99%,Hold,NASDAQ,-0.25%,13.02,6.13,8.16
EROS,Eros International Plc,12.15,-0.11,589016000,-29.15%,-33.91%,61.40%,67% Buy,NYSE,-0.41%,18.85,6.65,12.25
ES,Eversource Energy,62.05,-1.07,19780274000,14.29%,26.48%,8.55%,67% Buy,NYSE,-0.59%,64.19,50.56,62.25
ESCA,Escalade Inc,13.55,1.08,194578000,9.72%,18.44%,21.95%,67% Buy,NASDAQ,1.50%,14.7,11.3,13.47
ESE,Esco Technologies Inc,59,-1.67,1549800000,32.51%,57.81%,17.54%,Hold,NYSE,-1.67%,63.8,42.95,59.75
ESGR,Enstar Group Ltd,234.35,-0.1,4540396000,40.54%,57.90%,10.59%,100% Buy,NASDAQ,0.24%,237.3,165.8,234.17
ESIO,Electro Sci Inds,17,1.51,549130000,227.31%,133.38%,28.19%,100% Buy,NASDAQ,2.60%,17.57,4.5,16.42
ESL,Esterline Technologies Corp,94.8,-0.78,2887074000,31.18%,-17.77%,21.18%,33% Buy,NYSE,-1.56%,102.7,69.85,95.88
